province,year_month,n_attacks,n_isis_attacks,n_isis_success,n_killed,n_wounded,n_casualties,n_attacks_with_casualties,n_suicide,n_not_suicide,n_success,n_failure,n_bombing,n_armed_assault,n_assassination,n_kidnapping,n_targ_civilian,n_targ_military,n_targ_police,n_targ_govt,n_targ_business,casualties_per_attack,killed_per_attack,n_strikes,strike_fatalities,n_turkish_strikes,province_id,time_index,log_strikes,log_turkish_strikes,log_strikes_lag1,log_strikes_lag2,log_strikes_lag3,log_strikes_lag4,log_strikes_lag5,log_strikes_lag6
Al Qadisiyah,2020-11-01,2,0,0.0,0,0,0,2,0,2,2,0,1,1,0,0,2,0,0,0,0,0.0,0.0,0,0,0,1,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Qadisiyah,2020-12-01,4,0,0.0,1,2,3,3,0,4,4,0,3,0,1,0,0,3,0,0,0,1.0,0.3333333333333333,0,0,0,1,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2016-01-01,1,1,1.0,20,12,32,1,0,1,1,0,1,0,0,0,0,1,0,0,0,32.0,20.0,2,43,3,2,0,1.0986122886681098,1.3862943611198906,,,,,,
Arbil,2016-02-01,3,3,1.0,7,10,17,3,1,2,1,2,3,0,0,0,0,2,0,0,0,5.666666666666667,2.3333333333333335,4,24,10,2,1,1.6094379124341003,2.3978952727983707,1.0986122886681098,,,,,
Arbil,2016-03-01,6,5,3.0,20,32,52,6,3,3,3,3,6,0,0,0,0,4,1,0,0,8.666666666666666,3.3333333333333335,6,22,9,2,2,1.9459101490553132,2.302585092994046,1.6094379124341003,1.0986122886681098,,,,
Arbil,2016-04-01,5,5,2.0,106,0,15,3,3,2,2,3,4,0,0,0,2,1,0,0,0,5.0,35.333333333333336,7,74,14,2,3,2.0794415416798357,2.70805020110221,1.9459101490553132,1.6094379124341003,1.0986122886681098,,,
Arbil,2016-05-01,3,3,0.0,66,2,68,3,3,0,0,3,3,0,0,0,0,3,0,0,0,22.666666666666668,22.0,6,30,17,2,4,1.9459101490553132,2.8903717578961645,2.0794415416798357,1.9459101490553132,1.6094379124341003,1.0986122886681098,,
Arbil,2016-06-01,5,5,2.0,48,5,53,5,0,5,2,3,1,0,0,0,4,0,0,0,0,10.6,9.6,1,1,19,2,5,0.6931471805599453,2.995732273553991,1.9459101490553132,2.0794415416798357,1.9459101490553132,1.6094379124341003,1.0986122886681098,
Arbil,2016-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,2,6,0.0,1.0986122886681098,0.6931471805599453,1.9459101490553132,2.0794415416798357,1.9459101490553132,1.6094379124341003,1.0986122886681098
Arbil,2016-08-01,3,2,1.0,18,1,6,2,1,2,2,1,1,1,0,0,2,0,0,1,0,3.0,9.0,1,12,0,2,7,0.6931471805599453,0.0,0.0,0.6931471805599453,1.9459101490553132,2.0794415416798357,1.9459101490553132,1.6094379124341003
Arbil,2016-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,5,2,8,0.6931471805599453,1.791759469228055,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553132,2.0794415416798357,1.9459101490553132
Arbil,2016-10-01,1,1,0.0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0,0,5,2,9,0.0,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553132,2.0794415416798357
Arbil,2016-11-01,1,0,0.0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0,0,6,2,10,0.0,1.9459101490553132,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553132
Arbil,2016-12-01,2,0,0.0,7,3,10,2,0,2,2,0,2,0,0,0,0,0,0,0,0,5.0,3.5,0,0,0,2,11,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453
Arbil,2017-01-01,1,0,0.0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0,0,3,2,12,0.0,1.3862943611198906,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0
Arbil,2017-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,5,2,13,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453
Arbil,2017-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,4,2,14,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
Arbil,2017-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,2,15,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2017-05-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,4,2,16,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2017-06-01,1,0,0.0,2,1,3,1,0,1,1,0,1,0,0,0,1,0,0,0,0,3.0,2.0,0,0,5,2,17,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2017-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,3,2,18,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2017-08-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,4,2,19,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2017-09-01,1,1,1.0,3,0,3,1,1,0,1,0,1,0,0,0,0,1,0,0,0,3.0,3.0,0,0,6,2,20,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2017-10-01,1,0,0.0,2,3,5,1,0,1,1,0,1,0,0,0,0,1,0,0,0,5.0,2.0,0,0,4,2,21,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2017-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,10,2,22,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2017-12-01,2,0,0.0,5,7,12,2,0,2,2,0,2,0,0,0,2,0,0,0,0,6.0,2.5,0,0,4,2,23,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2018-01-01,1,0,0.0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0,0,4,2,24,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2018-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,4,2,25,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2018-03-01,2,0,0.0,5,1,6,2,0,2,0,2,0,1,1,0,0,1,0,0,0,3.0,2.5,1,7,18,2,26,0.6931471805599453,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2018-04-01,2,0,0.0,1,3,4,2,0,2,1,1,1,0,1,0,1,1,0,0,0,2.0,0.5,0,0,11,2,27,0.0,2.4849066497880004,0.6931471805599453,0.0,0.0,0.0,0.0,0.0
Arbil,2018-05-01,2,0,0.0,0,1,1,1,0,2,1,1,0,0,1,0,1,1,0,0,0,1.0,0.0,2,2,6,2,28,1.0986122886681098,1.9459101490553132,0.0,0.6931471805599453,0.0,0.0,0.0,0.0
Arbil,2018-06-01,2,0,0.0,1,0,1,1,0,2,2,0,0,1,0,1,1,1,0,0,0,1.0,1.0,0,0,21,2,29,0.0,3.091042453358316,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0
Arbil,2018-07-01,2,2,2.0,8,2,10,2,0,2,2,0,0,0,0,1,0,0,1,1,0,5.0,4.0,2,2,12,2,30,1.0986122886681098,2.5649493574615367,0.0,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0
Arbil,2018-08-01,1,1,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,1,0,14,2,31,0.6931471805599453,2.70805020110221,1.0986122886681098,0.0,1.0986122886681098,0.0,0.6931471805599453,0.0
Arbil,2018-09-01,1,0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,,,2,3,10,2,32,1.0986122886681098,2.3978952727983707,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,0.0,0.6931471805599453
Arbil,2018-10-01,2,2,2.0,2,0,2,1,0,2,2,0,1,0,0,0,0,1,1,0,0,2.0,2.0,3,5,9,2,33,1.3862943611198906,2.302585092994046,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,0.0
Arbil,2018-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,19,5,2,34,1.0986122886681098,1.791759469228055,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098
Arbil,2018-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,12,2,35,0.6931471805599453,2.5649493574615367,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0
Arbil,2019-01-01,2,0,0.0,2,3,5,2,0,2,2,0,2,0,0,0,2,0,0,0,0,2.5,1.0,0,0,7,2,36,0.0,2.0794415416798357,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098
Arbil,2019-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,6,2,37,0.0,1.9459101490553132,0.0,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.6931471805599453
Arbil,2019-03-01,2,0,0.0,3,0,3,2,0,2,2,0,0,2,0,0,0,2,0,0,0,1.5,1.5,0,0,14,2,38,0.0,2.70805020110221,0.0,0.0,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.0986122886681098
Arbil,2019-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,15,2,39,0.0,2.772588722239781,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,1.3862943611198906
Arbil,2019-05-01,2,2,1.0,1,4,5,2,0,2,1,1,0,0,0,0,2,0,0,0,0,2.5,0.5,0,0,17,2,40,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098
Arbil,2019-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,36,2,41,0.6931471805599453,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
Arbil,2019-07-01,2,0,0.0,3,0,3,2,0,2,2,0,1,1,0,0,1,0,0,0,0,1.5,1.5,0,0,15,2,42,0.0,2.772588722239781,0.6931471805599453,0.0,0.0,0.0,0.0,0.0
Arbil,2019-08-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,16,2,43,0.0,2.833213344056216,0.0,0.6931471805599453,0.0,0.0,0.0,0.0
Arbil,2019-09-01,1,0,0.0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0,0,18,2,44,0.0,2.9444389791664403,0.0,0.0,0.6931471805599453,0.0,0.0,0.0
Arbil,2019-10-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,9,2,45,0.6931471805599453,2.302585092994046,0.0,0.0,0.0,0.6931471805599453,0.0,0.0
Arbil,2019-11-01,1,1,1.0,0,5,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,5.0,0.0,0,0,16,2,46,0.0,2.833213344056216,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0
Arbil,2019-12-01,1,1,0.0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0,0,2,2,47,0.0,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453
Arbil,2020-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,3,2,48,0.0,1.3862943611198906,0.0,0.0,0.6931471805599453,0.0,0.0,0.0
Arbil,2020-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,10,2,49,0.0,2.3978952727983707,0.0,0.0,0.0,0.6931471805599453,0.0,0.0
Arbil,2020-03-01,1,1,1.0,2,1,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3.0,2.0,0,0,15,2,50,0.0,2.772588722239781,0.0,0.0,0.0,0.0,0.6931471805599453,0.0
Arbil,2020-04-01,2,1,1.0,3,4,7,2,0,2,2,0,1,0,0,0,0,2,0,0,0,3.5,1.5,0,0,16,2,51,0.0,2.833213344056216,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
Arbil,2020-05-01,2,2,2.0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0,17,2,52,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2020-06-01,1,0,0.0,2,2,4,1,0,1,1,0,1,0,0,0,0,1,0,0,0,4.0,2.0,2,31,26,2,53,1.0986122886681098,3.295836866004329,0.0,0.0,0.0,0.0,0.0,0.0
Arbil,2020-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,2,13,2,54,1.6094379124341003,2.6390573296152584,1.0986122886681098,0.0,0.0,0.0,0.0,0.0
Arbil,2020-08-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,17,2,55,0.0,2.8903717578961645,1.6094379124341003,1.0986122886681098,0.0,0.0,0.0,0.0
Arbil,2020-09-01,3,0,0.0,1,0,1,3,0,3,3,0,3,0,0,0,1,1,0,0,0,0.3333333333333333,0.3333333333333333,0,0,27,2,56,0.0,3.332204510175204,0.0,1.6094379124341003,1.0986122886681098,0.0,0.0,0.0
Arbil,2020-10-01,1,1,1.0,4,0,4,1,0,1,1,0,1,0,0,0,1,0,0,0,0,4.0,4.0,0,0,17,2,57,0.0,2.8903717578961645,0.0,0.0,1.6094379124341003,1.0986122886681098,0.0,0.0
Arbil,2020-11-01,3,1,0.0,0,0,0,1,0,3,2,1,0,1,0,2,2,1,0,0,0,0.0,0.0,4,20,15,2,58,1.6094379124341003,2.772588722239781,0.0,0.0,0.0,1.6094379124341003,1.0986122886681098,0.0
Arbil,2020-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,5,2,59,0.0,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,1.6094379124341003,1.0986122886681098
Babil,2016-01-01,15,7,7.0,14,61,75,15,0,15,15,0,12,3,0,0,6,2,1,0,1,5.0,0.9333333333333333,0,0,0,3,0,0.0,0.0,,,,,,
Babil,2016-02-01,14,2,2.0,16,81,97,14,0,14,14,0,14,0,0,0,8,2,1,0,2,6.928571428571429,1.1428571428571428,0,0,0,3,1,0.0,0.0,0.0,,,,,
Babil,2016-03-01,17,4,4.0,113,225,338,17,3,14,15,2,16,0,0,0,9,4,1,1,1,19.88235294117647,6.647058823529412,0,0,0,3,2,0.0,0.0,0.0,0.0,,,,
Babil,2016-04-01,12,2,2.0,15,51,66,12,1,11,11,1,11,1,0,0,5,4,3,0,0,5.5,1.25,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0,,,
Babil,2016-05-01,25,0,0.0,48,149,197,25,0,25,25,0,24,1,0,0,11,4,0,1,5,7.88,1.92,0,0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,,
Babil,2016-06-01,12,1,1.0,24,63,87,12,1,11,12,0,11,1,0,0,7,3,1,0,0,7.25,2.0,0,0,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Babil,2016-07-01,12,1,1.0,18,78,96,12,0,12,12,0,11,1,0,0,7,2,1,0,2,8.0,1.5,0,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2016-08-01,10,1,1.0,25,72,97,10,2,8,10,0,9,1,0,0,6,3,0,0,0,9.7,2.5,0,0,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2016-09-01,11,1,1.0,17,47,64,11,0,11,10,1,10,1,0,0,3,1,2,0,3,5.818181818181818,1.5454545454545454,2,0,0,3,8,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2016-10-01,13,2,2.0,33,92,125,13,1,12,12,1,13,0,0,0,10,1,0,0,0,9.615384615384615,2.5384615384615383,0,0,0,3,9,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0
Babil,2016-11-01,5,1,1.0,106,47,153,5,1,4,5,0,5,0,0,0,4,0,0,0,1,30.6,21.2,0,0,0,3,10,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0
Babil,2016-12-01,1,0,0.0,1,7,8,1,0,1,1,0,1,0,0,0,1,0,0,0,0,8.0,1.0,0,0,0,3,11,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0
Babil,2017-01-01,5,0,0.0,2,8,10,5,0,5,4,1,4,1,0,0,3,1,0,0,0,2.0,0.4,0,0,0,3,12,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0
Babil,2017-02-01,2,1,1.0,0,6,6,2,0,2,2,0,2,0,0,0,2,0,0,0,0,3.0,0.0,0,0,0,3,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0
Babil,2017-03-01,8,1,1.0,3,26,29,8,0,8,8,0,7,1,0,0,5,1,0,0,2,3.625,0.375,0,0,0,3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098
Babil,2017-04-01,5,1,1.0,5,13,18,4,1,4,5,0,5,0,0,0,4,0,0,0,0,4.5,1.25,0,0,0,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2017-05-01,3,0,0.0,2,8,10,3,0,3,2,1,3,0,0,0,1,0,0,0,1,3.3333333333333335,0.6666666666666666,0,0,0,3,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2017-06-01,9,3,3.0,36,33,69,9,4,5,7,2,8,0,0,0,5,1,0,0,1,7.666666666666667,4.0,0,0,0,3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2017-07-01,13,3,3.0,27,14,21,10,1,12,11,2,8,2,0,3,5,5,1,0,0,2.1,2.7,0,0,0,3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2017-08-01,8,2,2.0,8,22,30,8,0,8,8,0,8,0,0,0,5,2,0,0,0,3.75,1.0,0,0,0,3,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2017-09-01,9,0,0.0,6,30,36,9,0,9,8,1,7,1,1,0,5,2,0,1,1,4.0,0.6666666666666666,0,0,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2017-10-01,10,0,0.0,6,31,37,9,1,9,9,1,8,1,0,1,4,2,1,0,3,4.111111111111111,0.6666666666666666,0,0,0,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2017-11-01,6,1,0.0,3,9,12,6,0,6,4,2,4,2,0,0,3,1,1,0,0,2.0,0.5,0,0,0,3,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2017-12-01,6,0,0.0,1,6,7,6,0,6,4,2,6,0,0,0,0,2,0,0,1,1.1666666666666667,0.16666666666666666,0,0,0,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-01-01,7,0,0.0,5,17,22,7,0,7,7,0,6,0,1,0,4,1,0,0,1,3.142857142857143,0.7142857142857143,0,0,0,3,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-02-01,7,0,0.0,2,22,24,7,0,7,7,0,7,0,0,0,4,0,0,0,3,3.4285714285714284,0.2857142857142857,0,0,0,3,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-03-01,8,2,2.0,8,19,27,8,1,7,8,0,8,0,0,0,5,2,0,0,1,3.375,1.0,0,0,0,3,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-04-01,3,0,0.0,0,3,3,3,0,3,3,0,2,0,0,1,2,0,0,0,1,1.0,0.0,0,0,0,3,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-05-01,3,1,1.0,0,3,3,3,0,3,2,1,2,0,1,0,2,1,0,0,0,1.0,0.0,0,0,0,3,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-06-01,3,0,0.0,2,2,3,2,0,3,3,0,1,0,2,0,0,0,1,2,0,1.5,1.0,0,0,0,3,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-08-01,1,0,0.0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0,0,0,3,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-10-01,3,0,0.0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0,3,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2018-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-02-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-03-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-04-01,1,0,0.0,0,3,3,1,0,1,1,0,1,0,0,0,0,1,0,0,0,3.0,0.0,0,0,0,3,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-05-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-06-01,2,1,0.0,0,0,0,1,0,2,0,2,0,0,1,0,0,1,0,1,0,0.0,0.0,0,0,0,3,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-08-01,1,1,1.0,3,30,33,1,0,1,1,0,1,0,0,0,0,0,0,0,0,33.0,3.0,0,0,0,3,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-09-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-10-01,2,1,0.0,7,38,45,2,1,1,1,1,1,1,0,0,2,0,0,0,0,22.5,3.5,0,0,0,3,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-11-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2019-12-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-01-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-02-01,2,0,0.0,2,3,5,2,0,2,2,0,2,0,0,0,1,1,0,0,0,2.5,1.0,0,0,0,3,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-03-01,3,0,0.0,1,3,4,2,0,3,3,0,2,1,0,0,1,2,0,0,0,2.0,0.5,0,0,0,3,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-04-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-05-01,2,1,1.0,1,2,3,2,0,2,2,0,1,1,0,0,0,2,0,0,0,1.5,0.5,0,0,0,3,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-07-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-08-01,3,0,0.0,1,0,1,3,0,3,2,1,2,1,0,0,1,2,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,3,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-09-01,9,0,0.0,0,1,1,8,0,9,9,0,9,0,0,0,0,9,0,0,0,0.125,0.0,0,0,0,3,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-10-01,2,0,0.0,1,0,1,2,0,2,0,2,1,0,1,0,0,1,0,1,0,0.5,0.5,0,0,0,3,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-11-01,2,2,2.0,5,4,9,2,0,2,2,0,1,0,0,0,0,2,0,0,0,4.5,2.5,0,0,0,3,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babil,2020-12-01,7,0,0.0,1,0,1,7,0,7,7,0,7,0,0,0,2,5,0,0,0,0.14285714285714285,0.14285714285714285,0,0,0,3,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baghdad,2016-01-01,101,5,5.0,132,438,569,96,1,100,93,8,89,8,0,4,62,2,3,10,6,5.927083333333333,1.375,0,0,0,4,0,0.0,0.0,,,,,,
Baghdad,2016-02-01,93,6,6.0,202,556,758,93,4,89,87,6,86,6,1,0,29,3,4,5,36,8.150537634408602,2.172043010752688,0,0,0,4,1,0.0,0.0,0.0,,,,,
Baghdad,2016-03-01,86,6,5.0,114,401,515,86,1,85,82,4,81,4,0,0,39,3,6,3,24,5.988372093023256,1.3255813953488371,0,0,0,4,2,0.0,0.0,0.0,0.0,,,,
Baghdad,2016-04-01,86,6,6.0,109,402,511,81,6,80,81,5,80,4,1,1,48,6,1,6,12,6.308641975308642,1.345679012345679,2,39,0,4,3,1.0986122886681098,0.0,0.0,0.0,0.0,,,
